#offerId;monthlyFee;newContractsForMonth;sameContractsForMonth;CancelledContractsForMonth
91175;33,35;83;1;21
91176;24,26;36;184;19
91177;19,6;44;141;29
91178;38,76;92;84;29
91179;32,46;22;115;15
91180;11,17;52;164;19
91181;28,67;21;161;23
91182;30,61;41;76;18
91183;31,64;50;67;21
91184;25,3;62;19;4
91185;33,81;26;178;15
91186;39,75;12;52;9
91187;20,94;26;78;20
91188;11,17;60;97;33
91189;26,69;10;197;19
91190;37,26;33;81;19
91191;22,16;68;60;25
91192;17,54;66;142;16
91193;26,38;71;46;27
91194;14,09;44;152;34
91195;24,97;63;64;29
91196;13,35;97;8;7
91197;26,83;36;191;49
91198;17,71;92;178;29
91199;35,12;62;177;27
91200;11,03;9;140;23
91201;36,8;63;47;17
91202;27,58;77;175;33
91203;24,63;61;87;9
91204;32,73;33;32;7
91205;26,29;47;177;5
91206;35,7;50;98;24
91207;28,62;71;15;40
91208;16,4;98;66;44
91209;15,95;50;50;2
91210;26,26;92;1;17
91211;12,01;96;94;32
91212;14,72;59;7;45
91213;20,27;6;2;22
91214;38,08;42;60;42
91215;15,21;13;14;25
91216;28,46;62;189;42
91217;17,15;97;159;30
91218;26,49;89;38;22
91219;31,78;94;50;41
91220;16,55;78;200;40
91221;17,92;26;174;37
91222;18,27;2;95;12
91223;37,61;14;47;3
91224;10,35;75;185;39
91225;18,1;85;173;22
91226;28,81;26;3;46
91227;19,1;68;52;45
91228;27,99;88;9;46
91229;34,39;45;54;27
91230;37,53;61;121;36
91231;17,65;93;162;27
91232;30,05;29;187;9
91233;32,96;87;169;29
91234;33,92;47;113;47
91235;15,04;22;133;0
91236;21,45;25;78;25
91237;25,82;51;13;31
91238;17,48;0;91;20
91239;25,41;49;168;26
91240;17,51;1;135;38
91241;20,15;13;148;40
91242;15,51;72;57;49
91243;29,76;26;62;39
91244;30,37;26;21;35
91245;22,5;5;156;15
91246;38,68;35;14;1
91247;11,05;21;100;20
91248;25,9;37;35;9
91249;28,48;82;144;35
91250;32,88;12;72;46
91251;10,16;14;191;43
91252;20,61;56;108;37
91253;31,71;18;188;3
91254;30,83;36;116;1
91255;39,22;56;182;34
91256;33,23;52;28;14
91257;11,73;29;20;7
91258;30,65;0;132;24
91259;16,5;52;113;31
91260;30,83;40;162;24
91261;38,81;47;103;48
91262;10,06;72;179;17
91263;22,31;54;183;38
91264;38,4;45;140;3
91265;28,87;38;84;40
91266;20,69;64;167;22
91267;14,92;97;96;26
91268;16,63;14;77;36
91269;16,26;27;46;12
91270;28,73;94;189;23
91271;35,78;56;200;0
91272;11,96;64;157;15
91273;37,93;43;56;6
91274;25,22;69;28;39
91275;22,1;93;118;1
91276;35,73;66;168;3
91277;19,34;56;116;7
91278;21,89;27;0;38
91279;12,34;3;184;35
91280;35,6;77;182;28
91281;28,16;57;179;27
91282;34,21;25;144;11
91283;33,49;70;14;44
91284;34,69;83;34;43
91285;37,54;31;51;17
91286;14,97;4;177;4
91287;22,63;5;41;8
91288;20,47;33;200;26
91289;34,78;59;112;41
91290;31,22;1;66;22
91291;10,02;39;186;16
91292;13,71;16;139;39
91293;31,86;83;200;38
91294;25,45;93;57;36
91295;39,19;80;20;21
91296;18,69;79;92;37
91297;10,72;92;15;37
91298;10,9;20;53;1
91299;35,33;49;94;6
91300;13,41;44;170;48
91301;33,04;87;113;31
91302;16,83;34;53;8
91303;19,4;69;134;6
91304;21,81;59;95;26
91305;30,65;3;81;13
91306;32,25;60;117;8
91307;23,57;69;197;20
91308;13,12;87;6;38
91309;20,64;2;128;3
91310;16,28;72;181;43
91311;38,02;68;139;35
91312;34,35;40;107;14
91313;13,96;99;24;50
91314;21,71;1;17;50
91315;30,4;45;88;6
91316;34,93;51;139;9
91317;38,99;29;16;8
91318;32,91;15;93;48
91319;14,76;86;54;33
91320;30,75;72;22;45
91321;23,77;25;162;38
91322;30,72;55;42;42
91323;28,43;91;96;35
91324;34,83;26;156;11
91325;27,68;73;172;19
91326;26,16;99;12;46
91327;30,88;70;195;38
91328;16,46;87;129;1
91329;24;62;89;18
91330;11,83;51;114;28
91331;17,26;63;67;18
91332;27,56;79;167;39
91333;12,91;59;33;21
91334;23,03;85;82;39
91335;32,47;70;199;6
91336;24,13;83;65;10
91337;13,81;45;155;12
91338;14,59;69;36;17
91339;28,08;72;176;40
91340;23,72;97;23;11
91341;30,41;28;68;4
91342;13,99;6;85;38
91343;23,24;31;14;36
91344;35,53;15;119;39
91345;34,92;29;110;35
91346;35,45;27;16;27
91347;39,53;89;110;20
91348;17,01;78;140;38
91349;35,94;59;45;41
91350;22,3;70;88;10
91351;19,17;85;126;29
91352;39,98;91;186;48
91353;9,99;55;36;44
91354;23,93;96;61;49
91355;39,15;9;132;27
91356;32,61;19;89;8
91357;33,2;66;141;47
91358;33,04;10;94;21
91359;33,58;47;179;49
91360;14,63;49;194;16
91361;23,07;68;57;26
91362;25,12;93;102;48
91363;28,83;43;69;43
91364;17,61;55;182;24
91365;26,82;11;1;0
91366;22,62;88;186;48
91367;24,57;19;55;40
91368;18,46;10;78;28
91369;35,7;73;161;23
91370;20,56;7;62;49
91371;31,74;27;197;22
91372;11,83;35;152;4
91373;17,66;50;45;1
91374;24,09;85;105;47
91375;30,72;78;33;24
91376;18,09;94;90;37
91377;34,4;88;186;38
91378;16,73;65;195;29
91379;38,61;27;125;3
91380;38,13;38;92;12
91381;33,43;73;107;6
91382;19,7;7;113;28
91383;25,32;31;176;4
91384;10,56;80;184;8
91385;39,18;61;156;21
91386;11,13;2;24;37
91387;12,91;47;55;14
91388;10,26;54;114;49
91389;19,28;95;65;0
91390;25,92;67;130;38
91391;25,2;42;190;41
91392;13,75;73;17;23
91393;39,84;86;136;39
91394;20,79;19;149;20
91395;26,53;23;108;35
91396;30,19;3;102;23
91397;19,23;8;49;20
91398;12,67;69;17;32
91399;35,83;21;189;42
91400;16,1;39;145;3
91401;37,46;60;80;15
91402;19,25;7;184;1
91403;19,24;8;58;48
91404;31,57;59;165;11
91405;14,32;92;191;37
91406;29,99;2;146;27
91407;39,31;62;123;21
91408;25,87;18;7;41
91409;16,35;77;167;46
91410;25,92;35;28;9
91411;17,11;2;97;12
91412;19,24;8;129;30
91413;28,59;86;8;34
91414;35,92;36;171;20
91415;20,1;87;121;12
91416;23,29;59;78;0
91417;14,16;64;79;1
91418;25,16;19;10;33
91419;15,53;33;108;36
91420;26,83;66;45;21
91421;13,79;72;177;5
91422;18,5;9;75;32
91423;26,07;18;122;42
91424;27,64;13;176;16
91425;39,91;35;197;1
91426;27,74;80;144;17
91427;25,28;13;42;1
91428;15,46;70;130;18
91429;28,85;44;18;8
91430;31,11;62;62;40
91431;15,85;75;60;37
91432;36,79;2;100;6
91433;32,76;73;119;20
91434;30,22;63;143;49
91435;24,48;7;158;23
91436;11,65;16;24;18
91437;37,43;97;50;5
91438;21,72;95;67;12
91439;17,63;16;84;8
91440;14,66;25;188;6
91441;32,87;92;62;3
91442;33,64;35;184;22
91443;26,72;72;24;15
91444;34,24;69;18;35
91445;28,61;99;141;39
91446;29,96;5;18;35
91447;34,99;5;175;35
91448;27,19;92;13;13
91449;19,61;96;107;42
91450;13,5;42;84;4
91451;25,61;62;107;24
91452;19,53;66;19;23
91453;20,08;57;90;39
91454;14,26;13;198;29
91455;10,12;34;153;3
91456;27,36;64;8;34
91457;38,52;34;153;46
91458;33,29;11;123;6
91459;12,89;24;111;30
91460;20,61;24;146;47
91461;26,28;25;135;29
91462;16,61;47;31;25
91463;20,36;26;97;17
91464;39,91;89;178;45
91465;39,15;22;187;5
91466;31,58;38;150;22
91467;11,76;100;155;48
91468;15,01;84;73;17
91469;10,96;16;74;27
91470;35,69;42;35;2
91471;28,54;56;194;5
91472;37,33;46;148;21
91473;39,04;58;69;2
91474;22,65;3;98;13
91475;16,58;1;114;18
91476;22,35;92;181;3
91477;21,67;97;96;7
91478;13,14;80;89;39
91479;28,9;84;143;12
91480;28,62;49;173;2
91481;34,75;21;48;45
91482;10,45;5;102;6
91483;34,68;90;0;29
91484;22,17;75;50;21
91485;34,85;14;37;17
91486;11,06;35;183;37
91487;24,99;22;56;14
91488;23,59;7;146;7
91489;12,02;33;132;48
91490;38,31;19;12;40
91491;15,14;44;40;17
91492;11,9;75;182;15
91493;16,49;35;73;2
91494;32,27;3;136;38
91495;38,44;16;127;1
91496;28,24;66;161;27
91497;32,21;74;69;46
91498;18,01;98;12;3
91499;11,88;67;190;30
91500;22,31;84;8;22
91501;25,39;86;87;44
91502;31,49;96;116;24
91503;12,32;71;1;22
91504;24,8;21;180;14
91505;38,01;87;72;43
91506;19,75;81;61;20
91507;27,46;24;144;31
91508;39,25;58;93;5
91509;14,09;80;185;5
91510;35,38;21;5;22
91511;28,03;57;200;7
91512;28,64;20;162;8
91513;31,78;75;34;42
91514;19,47;69;9;50
91515;34,56;100;58;16
91516;17,27;97;169;30
91517;28,87;75;123;42
91518;32,81;78;111;27
91519;13,33;92;170;14
91520;17,04;74;134;38
91521;22,91;29;179;8
91522;14,21;31;68;11
91523;14,48;36;67;8
91524;38,72;19;127;41
91525;31,71;33;151;49
91526;25,66;79;80;15
91527;30,64;50;165;19
91528;36,32;18;105;3
91529;19,37;64;169;2
91530;32,93;91;91;14
91531;20,69;96;34;22
91532;27,41;49;170;33
91533;29,98;69;184;35
91534;25,91;35;179;28
91535;15,11;90;84;39
91536;37,8;44;157;49
91537;16,83;6;123;29
91538;28,41;46;149;0
91539;31,47;97;116;49
91540;24,99;55;171;39
91541;15,89;91;66;21
91542;37,2;83;103;33
91543;25,27;57;30;46
91544;18,86;96;55;10
91545;29,1;47;16;0
91546;20,23;54;38;47
91547;16,85;41;119;1
91548;22,56;58;44;38
91549;30,94;39;178;32
91550;29,01;8;51;28
91551;21,57;17;34;37
91552;21,39;22;169;18
91553;23,3;72;116;45
91554;24,12;68;55;41
91555;19,45;24;49;44
91556;32,49;7;154;36
91557;18,91;5;25;16
91558;23,91;36;154;29
91559;39,7;80;198;14
91560;20,41;4;51;48
91561;15,48;16;1;44
91562;26,88;7;108;33
91563;28,61;73;116;12
91564;34,62;94;64;19
91565;34,55;44;92;46
91566;16,44;4;69;26
91567;38,28;93;162;37
91568;21,14;44;143;42
91569;34,44;45;127;44
91570;36,59;14;7;49
91571;33,34;39;28;24
91572;15,54;100;72;43
91573;16,38;12;153;47
91574;26,6;50;9;48
91575;13,75;95;165;33
91576;20,38;22;124;1
91577;23,32;89;40;41
91578;17,38;76;155;45
91579;10,28;53;193;17
91580;37,29;80;10;15
91581;21,85;76;192;36
91582;13,94;44;156;24
91583;35,86;8;76;43
91584;30,75;99;92;39
91585;30,07;54;31;5
91586;30,71;85;23;29
91587;38,17;41;144;43
91588;21,25;17;19;42
91589;19,09;27;44;15
91590;11,05;54;55;26
91591;13,25;5;161;3
91592;12,05;20;179;14
91593;21,94;94;124;49
91594;38,52;46;180;32
91595;21,29;36;126;3
91596;15,24;16;134;3
91597;30;10;113;16
91598;14,43;49;110;0
91599;14,53;49;116;45
91600;13,86;73;7;36
91601;14,26;33;37;10
91602;34,78;27;193;48
91603;20,91;87;19;3
91604;26,85;30;49;13
91605;37,46;32;63;7
91606;27,65;16;61;20
91607;38,63;81;91;3
91608;39,74;39;165;34
91609;28,84;72;95;3
91610;15,05;10;136;36
91611;11,05;91;72;9
91612;35,73;36;72;45
91613;13,06;51;178;34
91614;15,45;51;35;48
91615;31,11;57;188;26
91616;28,12;36;200;44
91617;20,39;65;31;10
91618;21,5;97;57;41
91619;35,83;77;75;14
91620;37,34;14;122;17
91621;21,15;46;77;22
91622;31,46;76;96;39
91623;27,9;46;31;35
91624;25,29;71;164;42
91625;37,55;56;118;27
91626;26,71;45;188;11
91627;30,44;25;197;21
91628;16,2;14;65;47
91629;32,67;63;187;33
91630;34,53;48;171;39
91631;19,9;45;72;3
91632;19,63;16;141;23
91633;14,09;1;19;17
91634;22,43;53;49;31
91635;18,03;96;11;9
91636;30,81;48;71;38
91637;17,46;11;106;29
91638;36,7;80;150;17
91639;27,93;91;89;3
91640;21,07;67;67;2
91641;20,67;43;197;25
91642;25,34;68;118;23
91643;27,2;55;71;18
91644;35,3;69;36;15
91645;33,06;82;44;39
91646;10,49;41;108;32
91647;10,26;88;40;5
91648;13,89;56;52;40
91649;10,32;7;87;11
91650;19,26;58;174;14
91651;13,54;24;10;43
91652;17,5;9;142;24
91653;39,34;33;73;39
91654;18,14;46;194;49
91655;36,76;17;166;46
91656;11,78;87;174;35
91657;39,88;46;43;47
91658;21,49;31;199;48
91659;33,41;72;81;24
91660;24,12;30;94;10
91661;17,33;53;47;27
91662;32,02;16;200;27
91663;20,15;12;120;23
91664;17,11;85;149;38
91665;26,64;82;97;4
91666;14,76;25;132;22
91667;16,27;73;161;35
91668;32,78;73;31;28
91669;36,82;10;161;9
91670;20,74;52;177;21
91671;25,79;75;68;15
91672;26,93;84;198;22
91673;20,01;55;82;4
91674;28,43;63;71;38
91675;28,64;76;64;15
91676;14,33;41;92;46
91677;21,79;85;83;29
91678;27,81;58;67;22
91679;37,65;86;183;18
91680;27;16;133;8
91681;21,82;69;13;19
91682;35,56;58;47;33
91683;11,1;60;195;40
91684;26,08;5;48;13
91685;39,28;18;34;37
91686;24,99;31;119;13
91687;29,65;94;145;21
91688;23,61;40;197;48
91689;22,64;30;190;15
91690;21,59;10;22;25
91691;28,25;86;39;6
91692;22,82;10;151;43
91693;17,93;52;167;16
91694;35,69;98;133;13
91695;37,74;87;72;48
91696;22,56;81;8;3
91697;34,42;52;48;15
91698;11,03;27;105;37
91699;31,03;18;113;24
91700;30,97;26;88;26
91701;24,96;54;75;19
91702;26,91;79;139;40
91703;17,23;3;127;2
91704;20,35;55;188;15
91705;23,74;7;41;30
91706;33,17;46;171;43
91707;21,99;68;152;41
91708;21,73;17;19;27
91709;33,38;51;42;29
91710;22,61;19;64;38
91711;11,38;78;199;4
91712;19,81;41;112;6
91713;39,73;13;89;47
91714;31,32;57;5;23
91715;20,87;20;60;50
91716;30,26;62;60;22
91717;27,57;8;179;38
91718;12,93;50;62;16
91719;25,99;9;162;19
91720;12,8;75;170;27
91721;33,94;50;97;16
91722;36,04;36;180;17
91723;18,41;32;141;7
91724;18,17;17;97;48
91725;18,97;54;22;31
91726;14,03;93;200;19
91727;23,26;43;33;6
91728;10,44;60;80;8
91729;28,09;75;109;48
91730;26,94;67;100;6
91731;24,92;0;65;31
91732;13,39;53;151;10
91733;39,24;27;126;29
91734;26,44;83;96;45
91735;10,09;38;86;31
91736;29,27;84;97;47
91737;25,81;40;164;29
91738;30,9;61;97;13
91739;32,18;64;166;27
91740;28,49;61;70;7
91741;37,05;4;37;41
91742;17,68;78;52;0
91743;23,96;11;74;45
91744;25,33;79;74;26
91745;11,76;52;76;29
91746;37,7;5;171;30
91747;19,12;35;116;15
91748;12,74;57;46;49
91749;24,74;63;101;28
91750;29,04;76;48;11
91751;39,43;91;164;27
91752;18,34;44;163;19
91753;36,59;54;139;17
91754;29,04;56;23;7
91755;29,51;49;25;33
91756;25,8;71;90;26
91757;15,82;7;115;7
91758;24,33;5;114;10
91759;32,27;76;37;28
91760;10,9;40;74;25
91761;11,4;65;124;28
91762;14,45;63;181;43
91763;28,01;9;194;44
91764;11,36;8;0;36
91765;23,55;26;59;17
91766;27,37;65;116;39
91767;25,99;14;182;45
91768;27,16;47;58;22
91769;25,97;49;191;40
91770;15,11;84;39;8
91771;24,93;3;125;29
91772;18,18;80;99;2
91773;14,66;84;154;19
91774;18,64;34;93;27
91775;34,87;97;10;30
91776;22,64;20;178;29
91777;36,85;24;185;14
91778;26,58;8;36;40
91779;39,15;37;110;14
91780;34,67;10;14;9
91781;15,48;70;136;2
91782;35,49;56;127;10
91783;15,96;79;86;40
91784;39,7;10;12;43
91785;15,04;76;5;41
91786;18,21;91;40;43
91787;38,61;1;72;10
91788;33,64;4;190;29
91789;32,94;88;95;1
91790;36,39;65;76;36
91791;18,47;18;94;10
91792;34,16;52;43;27
91793;38,38;36;51;49
91794;32,27;38;153;49
91795;24,59;49;52;38
91796;15,38;1;146;43
91797;32,32;1;196;38
91798;19,89;90;94;5
91799;36,3;12;124;29
91800;29,67;73;21;17
91801;17,3;85;13;35
91802;23,63;70;37;13
91803;13,07;42;4;27
91804;12,68;59;74;28
91805;26,84;99;85;24
91806;12,75;87;5;21
91807;19,95;39;141;43
91808;10,16;42;184;19
91809;17,11;42;99;16
91810;25,27;87;63;15
91811;33,23;32;64;8
91812;33,15;35;92;12
91813;17,67;23;150;25
91814;39,05;8;99;38
91815;38,03;80;53;28
91816;29,68;63;163;1
91817;27,82;15;190;24
91818;10,45;92;153;15
91819;22,06;57;29;16
91820;18,64;3;133;50
91821;37,96;18;94;13
91822;20,98;95;39;3
91823;11,34;83;35;18
91824;31,87;74;114;26
91825;26,28;79;171;50
91826;29,09;89;61;8
91827;32,05;90;71;4
91828;34,95;94;134;15
91829;14,98;67;172;1
91830;27,1;61;167;33
91831;23,69;52;28;31
91832;39,89;48;13;10
91833;23,18;100;18;49
91834;35,46;26;28;16
91835;15,39;22;189;48
91836;27,77;28;145;46
91837;16,92;85;124;34
91838;20,87;66;13;37
91839;31,65;38;105;15
91840;12,9;94;102;5
91841;18,72;40;7;16
91842;31,87;41;162;45
91843;16,75;43;51;37
91844;10,25;39;127;16
91845;32,81;72;146;9
91846;27,74;77;7;7
91847;39,2;3;13;43
91848;28,28;44;143;45
91849;23,3;70;146;43
91850;33,72;58;141;35
91851;35;29;2;17
91852;19,62;52;148;18
91853;29,78;84;123;27
91854;22,85;74;96;31
91855;12,03;60;155;4
91856;14,31;40;0;43
91857;30,97;92;117;18
91858;36,69;83;184;21
91859;11,62;58;29;27
91860;21,91;84;164;9
91861;25,3;20;15;17
91862;29,41;91;188;10
91863;16,78;77;105;19
91864;14,98;99;54;0
91865;27,71;66;140;2
91866;19,84;58;28;44
91867;12,83;20;197;23
91868;13,66;46;164;29
91869;36,4;92;111;41
91870;16,17;54;18;13
91871;23,76;58;187;41
91872;13,07;79;93;6
91873;30,7;94;39;44
91874;18,21;18;58;33
91875;20,54;85;179;31
91876;12,15;52;161;37
91877;12,75;4;144;2
91878;17,04;28;114;36
91879;26,67;56;115;44
91880;28,67;46;121;36
91881;39,4;58;169;38
91882;38,9;66;108;36
91883;21,88;75;97;3
91884;23,92;67;185;1
91885;23,28;94;40;35
91886;22,96;28;117;9
91887;32,96;51;130;34
91888;32,85;17;114;40
91889;13,6;74;51;22
91890;29,42;1;99;35
91891;31;67;114;44
91892;32,44;41;137;10
91893;19,76;93;56;4
91894;10,46;77;133;9
91895;31,16;27;70;49
91896;14,88;19;153;48
91897;39,83;54;152;16
91898;28,3;90;87;47
91899;19,37;85;20;50
91900;25,76;73;173;50
91901;37,04;70;192;11
91902;29,53;37;20;43
91903;39,99;95;177;19
91904;15,38;78;173;11
91905;26,93;31;176;8
91906;28,86;67;92;6
91907;17,08;7;15;42
91908;39,74;63;0;12
91909;35,36;95;95;7
91910;34,49;91;68;15
91911;31,73;90;26;45
91912;26,32;38;179;40
91913;37,32;17;111;16
91914;25,8;49;46;11
91915;39,38;73;77;4
91916;36;63;47;3
91917;32,19;83;123;30
91918;21,33;32;160;50
91919;38,82;76;28;27
91920;25,15;49;135;42
91921;37,49;80;189;46
91922;38,78;64;200;11
91923;21,5;67;151;5
91924;26,19;58;198;12
91925;24,22;11;87;39
91926;16,18;40;171;42
91927;22,74;93;151;47
91928;25,56;19;22;28
91929;21,32;91;72;7
91930;14,85;23;114;3
91931;26,02;33;126;40
91932;15,81;85;89;16
91933;21,61;5;143;27
91934;15,8;29;158;45
91935;22;78;163;30
91936;25,4;53;2;17
91937;28,39;99;136;46
91938;26,71;90;160;33
91939;31,7;30;150;34
91940;21,48;14;20;21
91941;21,82;74;5;16
91942;12,81;11;4;12
91943;27,19;5;98;8
91944;27,21;95;185;15
91945;15,69;72;19;11
91946;36,79;43;111;4
91947;11,89;63;200;6
91948;30,46;49;61;18
91949;35,23;39;4;7
91950;23,58;50;92;21
91951;16,83;32;145;37
91952;33,6;6;73;43
91953;24,32;87;111;36
91954;38,81;30;31;15
91955;23,68;95;197;46
91956;22,53;80;19;36
91957;24,93;82;154;24
91958;38,17;11;91;49
91959;17,36;70;128;18
91960;13,82;29;184;35
91961;24,27;8;88;43
91962;23,38;49;17;47
91963;11,61;98;35;4
91964;33,71;79;38;31
91965;11,06;76;95;43
91966;36,25;42;32;28
91967;39,02;88;76;8
91968;31,5;92;142;47
91969;16,96;78;130;38
91970;31,87;5;183;39
91971;38,3;47;47;37
91972;12,75;37;4;20
91973;38,9;72;116;35
91974;17,84;39;134;49
91975;34,7;8;59;2
91976;17,59;83;122;50
91977;35,97;71;48;36
91978;10,24;73;124;6
91979;10,74;37;72;17
91980;20,56;88;192;9
91981;38,03;86;138;30
91982;38,19;23;14;17
91983;37,87;28;86;48
91984;34,37;57;112;46
91985;39,39;39;9;7
91986;13,22;4;5;29
91987;36,46;38;24;50
91988;13,96;87;102;28
91989;33,78;29;183;45
91990;21,47;11;139;9
91991;23,67;23;84;26
91992;11,45;32;80;33
91993;21,38;91;27;25
91994;37,98;46;56;37
91995;31,11;71;132;24
91996;31,69;84;115;16
91997;39,64;50;128;1
91998;10,71;9;2;6
91999;32,53;81;58;26
92000;16,87;71;17;49
92001;14,58;13;183;12
92002;17,28;67;54;38
92003;20,01;17;111;18
92004;26,05;28;57;50
92005;32,73;3;191;37
92006;39,89;18;84;38
92007;16,02;27;156;37
92008;14,88;49;3;5
92009;15,13;72;95;44
92010;20,36;93;162;43
92011;10,51;18;76;44
92012;13,39;72;170;11
92013;10,25;12;36;37
92014;24,87;60;77;49
92015;12,42;96;104;3
92016;15,27;23;139;47
92017;35,13;96;183;47
92018;33,19;5;5;1
92019;16,11;24;145;22
92020;14,42;90;187;33
92021;37,07;11;27;7
92022;34,66;2;7;21
92023;21,72;79;148;34
92024;17,93;47;31;10
92025;35,36;41;115;38
92026;24,12;75;23;2
92027;33,34;60;102;8
92028;17,38;3;152;38
92029;34,96;38;18;8
92030;29,7;92;174;16
92031;26,55;32;30;13
92032;22,82;19;148;15
92033;20,82;12;198;21
92034;30,58;8;95;1
92035;20,94;46;140;7
92036;14,81;21;72;1
92037;36,2;89;137;19
92038;19,21;28;22;12
92039;17,74;78;15;23
92040;26,28;14;110;37
92041;16,44;16;106;24
92042;21,75;9;108;15
92043;35,71;44;52;41
92044;34,24;87;191;26
92045;27,44;65;127;23
92046;31,73;14;93;38
92047;24,13;46;173;34
92048;33,32;55;100;40
92049;29,78;50;80;8
92050;26,04;77;182;11
92051;32,01;14;179;7
92052;12,05;9;56;46
92053;36,03;69;161;40
92054;18,77;14;56;35
92055;13,64;1;195;36
92056;28,44;17;50;42
92057;24,11;18;49;13
92058;13,73;90;26;28
92059;37,14;33;171;40
92060;17,04;2;193;16
92061;31,59;49;85;47
92062;36,42;2;4;22
92063;30,06;78;168;37
92064;14,57;51;60;16
92065;27,94;46;122;37
92066;26,22;2;122;18
92067;17,26;70;114;32
92068;24,65;68;179;14
92069;10,28;54;131;13
92070;28,03;7;29;50
92071;18,42;23;200;46
92072;23,25;89;152;19
92073;18,92;80;93;26
92074;24,62;9;62;17
92075;19,77;62;94;42
92076;17,01;52;138;40
92077;39,13;72;28;13
92078;35,67;72;91;36
92079;30;96;55;40
92080;17,31;87;139;23
92081;30,8;48;192;7
92082;30,72;75;111;29
92083;23,38;90;76;5
92084;15,76;20;141;28
92085;37,7;3;99;42
92086;30,84;6;47;13
92087;11,13;73;0;21
92088;16,24;8;36;11
92089;10,72;77;195;9
92090;22,94;8;156;21
92091;24,38;74;5;17
92092;30,3;61;109;34
92093;28,65;25;138;30
92094;17,49;86;73;29
92095;16,95;96;1;2
92096;14,32;19;29;22
92097;14,05;46;139;22
92098;38,18;15;184;5
92099;38,04;13;148;6
92100;12,46;19;80;36
92101;17,3;65;3;14
92102;37,12;69;97;49
92103;27,91;22;26;29
92104;35,98;28;178;16
92105;30,36;37;71;21
92106;22,35;72;45;14
92107;38,92;65;115;11
92108;32,21;83;28;11
92109;10,26;66;105;16
92110;15,6;9;113;30
92111;24,71;85;26;18
92112;19,74;93;170;37
92113;32,52;38;17;17
92114;36,67;47;194;0
92115;21,35;22;134;7
92116;20,31;85;108;48
92117;23,52;32;55;38
92118;38,87;84;31;12
92119;12,63;54;71;4
92120;21,99;6;131;28
92121;29,4;78;82;15
92122;22,69;67;25;25
92123;21,12;30;164;25
92124;28,02;25;139;35
92125;30,57;79;146;38
92126;39,24;79;30;33
92127;37,59;74;161;50
92128;32,58;44;97;10
92129;27,48;64;30;48
92130;33,9;68;69;12
92131;39,22;69;27;26
92132;16,3;76;119;33
92133;23,79;61;128;44
92134;18,5;48;96;32
92135;34,62;99;190;9
92136;36,66;88;73;48
92137;35,7;32;166;49
92138;29;57;12;6
92139;14,37;93;45;23
92140;16,16;33;28;30
92141;34,65;53;181;14
92142;33,8;41;17;31
92143;35,76;15;97;19
92144;36,08;84;76;17
92145;16,79;74;25;7
92146;22,92;72;60;13
92147;36,56;15;89;30
92148;24,83;64;78;46
92149;26,94;95;161;17
92150;25,79;14;1;17
92151;23,35;37;114;3
92152;12,4;13;148;46
92153;25,88;45;76;3
92154;27,15;50;148;21
92155;27,66;31;187;28
92156;27,32;79;176;28
92157;39,6;78;168;35
92158;17,66;83;165;13
92159;35,87;1;78;2
92160;21,08;68;108;10
92161;14,14;38;143;21
92162;26,42;57;190;19
92163;36,54;28;169;16
92164;31,16;22;101;7
92165;26,43;92;101;14
92166;12,11;39;33;35
92167;29,61;18;180;16
92168;33,63;19;75;48
92169;32,98;43;184;11
92170;17,15;75;145;17
92171;31,88;52;69;31
92172;19,88;60;129;50
92173;26,13;66;96;11
92174;11,8;7;64;38
92175;10,22;50;110;9
92176;30,22;96;117;45
92177;18,13;31;2;24
92178;20,39;68;164;28
92179;37,64;70;115;20
92180;28,04;6;34;42
92181;24,95;63;200;9
92182;33,52;42;140;12
92183;20,92;22;111;35
92184;19,12;61;102;28
92185;35,95;51;73;21
92186;28,49;93;182;36
92187;35,84;47;58;14
92188;12,28;80;10;2
92189;29,11;44;68;9
92190;34,38;15;118;43
92191;22,39;62;167;16
92192;23,8;85;3;6
92193;36;23;85;34
92194;37,9;98;1;13
92195;13,08;30;36;24
92196;22,36;26;175;26
92197;16,31;71;198;10
92198;23,85;82;139;49
92199;16,68;70;113;36
92200;13,9;58;91;27
92201;18,45;81;29;48
92202;39,55;46;45;22
92203;36,21;68;40;46
92204;37,81;70;178;16
92205;36,87;62;75;47
92206;39;4;74;33
92207;31,82;93;87;14
92208;27,06;69;45;11
92209;20,84;12;121;13
92210;10,34;31;179;11
92211;38,09;90;158;32
92212;18,96;96;32;31
92213;34,66;95;14;39
92214;33,05;24;163;16
92215;13,6;11;11;28
92216;20,24;94;193;48
92217;27,63;14;36;18
92218;39,68;56;170;36
92219;25,01;75;71;19
92220;33,68;51;139;40
92221;12,97;29;77;1
92222;26,83;61;129;26
92223;20,41;51;11;25
92224;31,44;4;69;9
92225;31,96;100;82;38
92226;11,87;39;24;38
92227;15,9;74;11;22
92228;24,67;46;135;25
92229;22,47;15;112;40
92230;28,19;90;36;7
92231;22,5;80;176;43
92232;29,33;77;133;27
92233;36,63;20;42;9
92234;23,46;64;155;15
92235;29,47;64;27;22
92236;26,74;23;177;24
92237;32,84;1;97;30
92238;13,24;17;112;44
92239;24,65;26;42;5
92240;12,18;9;100;26
92241;33,11;67;24;24
92242;16,23;48;179;41
92243;20,13;41;26;15
92244;20,86;3;120;28
92245;34,19;75;92;23
92246;15,68;69;55;2
92247;38,58;28;139;20
92248;29,24;2;80;44
92249;15,31;90;6;40
